,class,text
89,11,Is there a way to track my card?
90,11,Is there a way to track the new card you sent me?
91,11,I'm still waiting for my card.
92,11,What do I need to do to get my new card which I have requested 2 weeks ago?
93,11,WHAT IS THE SOLUTION OF THIS PROBLEM
94,11,Could I get tracking on the card?
95,11,Can you help me track my card?
96,11,Shouldn't my new card be here by now?
97,11,Is there a reason my new card hasn't arrived?
98,11,"I would like to track a card sent to me, how do I do that?"
99,11,Is there a tracking number for the card?
100,11,can you share card tracking number?
101,11,"I have not received my card and it's been a week, what do I do?"
102,11,Is there a way I can check on the card on route to me?
103,11,When will my new card arrive?
104,11,Why haven't I received my new card yet?
105,11,What is the expected delivery date of my card?
106,11,My card hasn't came in the mail yet?
107,11,I haven't received my card.
108,11,Is it possible for me to track the card is was mailed to me?
109,11,When will my new card be delivered?
110,11,I was issued a card about a week ago. why hasn't it come in yet?
111,11,Can you please tell me where my card is? I ordered it 2 weeks ago!
112,11,I still haven't received my card in the mail
113,11,I'm still waiting for my card that was issued a week ago. What should I do?
114,11,I still haven't gotten my new card.  When will it get here?
115,11,Do you have a tracking number for the card I was sent?
116,11,How do I track the card you sent to me?
117,11,Is my new bank card on the way and is there a way to track it?
118,11,Could you send me and up date on the arrival of my card?
119,11,How long does it take to recieve my new card?
120,11,My card has not come in the mail yet.
121,11,What's the card you sent me's tracking number?
122,11,i havent got my card
123,11,Why hasn't my card arrived yet?
124,11,I thought I would have received my new card at this point.
125,11,How long until my new card gets here?
126,11,How much longer until I get my new card?
127,11,Am I able to track a card that has already been sent?
128,11,Is it possible to track the card you sent me?
129,11,How long will it be to get this new card?
130,11,how can i track card you sent
131,11,Can the card was sen to me be tracked?
132,11,why have i not got my new card?
133,11,I need to track the card sent to me.
134,11,"It's been two weeks and I haven't gotten my card, what do I do?"
135,11,I was expecting my new card by now.
136,11,Where is the tracking number for the card?
137,11,I was issued a new card a week ago but still haven't received it. How long will it be until I receive it?
138,11,Can I track the card that you sent me in the mail?
139,11,Can you tell me if I can track the card you sent me?
140,11,Why have I not gotten my new card?
141,11,I'm still waiting on my new card to be delivered!
142,11,My new card isn't here and it was issued a week ago.
143,11,"I was supposed to receive my new card by now, but it hasn't came in."
144,11,Is a tracking number available for the card that was just sent?
145,11,Why haven't I gotten my new card?
146,11,Was there a number to track that I could get?
147,11,How much longer is it going to take to get my new card?
148,11,I haven't gotten my credit card in the mail.
149,11,My card hasn't arrived yet. What do I do?
150,11,"My card still hasn't arrived after two weeks, now what?"
151,11,My card appears to have never arrived?
152,11,My card never arrived.
153,13,My card has been found. Is there any way for me to put it back into the app?
154,13,I was able to find my card. How to I go about putting it into my app?
155,13,how do I get my card to show in the app?
156,13,I just got my card.  It's not linked yet--how do I do that?
157,13,"lost card found, want to put it back in app"
158,13,"I just got a card, how can I add it to the app?"
159,13,Is there any way to see my card in the app?
160,13,If I find a card I lost do I need to dispose of it? Or can I re-active the card and continue to use it?
161,13,I found my card. How can I put it into my app?
162,13,How do I make my card show up in the app?
163,13,Can you show me where to link the new card?
164,13,I found my old card. Can I link it back into the app?
165,13,"Show me how to link the new card,"
166,13,How do I add an existing card to the app?
167,13,I finally got my card.  Now I want to link it.  Is that something you have to do or can I do that?
168,13,How do I link one of your card that I already have?
169,13,If I have a physical card can I link it?
170,13,I found my lost card in my jacket pocket this morning so I'd like to reactivate it please.
171,13,Can I add a card that I just found (again) to the app?
172,13,How can I make my card show up in the app?
173,13,"I would like to re-activate my card, it was previously reported  lost but I found it this morning."
174,13,"Okay, I found my card, can I put it back in the app?"
175,13,Can I reactivate a card?
176,13,I would like to reactivate a card and wondered if that could be done?
177,13,"I got my card now, how do I make it show up in the app?"
178,13,How do I link an existing card?
179,13,How do I link a new card in the app?
180,13,"The card I thought was lost was just in my jacket, so can I reactivate it since I found it this morning?"
181,13,I already have a card and want to link it
182,13,Can you please reactivate my card?
183,13,Where do I go to add a new card?
184,13,I want my card I just received to show up in the app. How do I do that?
185,13,"I received my card, how do I get it to show in the app?"
186,13,If I have a credit card with you how I get set up to link to it?
187,13,How do I add my new card?
188,13,"I want to reactivate my card, I thought I had lost it but found it again this morning."
189,13,"I need a card reactivation, I had reported my card lost but I ran across it in my jacket."
190,13,My card is no longer lost. How do I enter it back into the app?
191,13,"I want to reactivate my card, I thought I had lost it but found it again in my jacket."
192,13,"May I reactivate my card? I previously reported it lost, but have now found it safe and sound."
193,13,How do I reactivate a card I thought I lost?
194,13,Help me figure out how to link the new card.
195,13,I found my lost card. Am I still able to use it?
196,13,Will I need a new card or can I put my old card back into the app?
197,13,Is there a way to link the card i just got?
198,13,How do I add a new card?
199,13,"I want to reactivate my card, I found it after thinking it was lost."
200,13,Can I put my old card back in the app?
201,13,"I got a new card, how do I link it?"
202,13,I found the card I thought I lost this morning. Can I reactivate this card?
203,13,How do i go about linking a new card?
204,13,how do i get the card linked
205,13,"I have one of your cards, but I don't know how to link it."
206,13,how do I link an old card?
207,13,I received my card. How do I link it to the app?
208,13,"Now that I have my card, how do I connect it to the app?"
209,13,How do I add the card I just received to show up in the app?
210,13,"I want to reactivate my card, I thought I had lost it but I found it."
211,13,What do I need to do to link my new card for my account?
212,13,Can I add a card to back into the app?
213,13,I want to link my new card. Can you help?
214,13,What is the process to link the new card?
215,13,"I found my card, am I able to put it back into the app?"
216,13,"I have found my lost or stolen card, would I still have to activate the new card that was sent to me through the mail in order to access my account?"
217,13,Where can I link a new card?
218,13,How do I add a card on to the app?
219,13,"I found my card in my jacket this morning, so can I reactivate it?"
220,13,"I've obtained the card, how do I enable it on the app?"
221,13,I need to find the card I received in the app.
222,13,How do I get my card on the app?
223,13,"In the app, how can I make it show the new card that arrived?"
224,13,How do I link my new card?
225,13,Can I activate a card in the app?
226,13,"I want to link to my card card with you, how?"
227,13,I would like to link my card to my account.
228,13,"I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card."
229,13,How can I link the new card?
230,13,I got a new card and can't find where to link it.
231,13,"Hey, I have my card, how do I get it to show in the app?"
232,13,Where in the app do I go to make my new card show up?
233,13,Where do I scan my card?
234,13,Can I reactivate my card? I reported it lost and found it this morning in my jacket.
235,13,Can I link my card I previously received?
236,13,"I want to reactivate my card, I thought I had lost it but found it again in my jacket this morning."
237,13,"I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat."
238,13,You sent me a card and now I want to link it.
239,13,How do I add my new card to the app?
240,13,Can I add a card back to the app?
241,13,What if I want to add a card I already have to the app?
242,13,"I recently reported my card as missing/lost, and I just found it. Can I still use it?"
243,13,"Could I reactivate my card please, I couldn't find it but it turns out it was in my jacket pocket."
244,13,Is there a way to link cards if I have one of yours?
245,13,If my card was lost or stolen can I re-link it?
246,13,How do I link a new card to an existing one?
247,13,How do I link a new payment card?
248,13,I would like to reactivate my card that I previously reported lost. I located the card this morning.
249,13,"Card has been received, how will it show up on the app?"
250,13,Can I re-link a lost card with the app?
251,13,What do I do to link my new card?
252,13,Is it possible to link a new card?
253,13,I deactivated my card but would like to reactivate it.
254,13,"I found my card that I thought I had lost, I need to reactive it, please help."
255,13,can I link a card of yours I already have?
256,13,Can I put my found card back into the app on my phone?
257,13,"My card arrived but I need to make it work in the app, how do I do that?"
258,13,"I found the card that I thought I lost, and I would like to reactivate it."
259,13,I found my card again. Can I put it back into the app?
260,13,I need some help linking my new card.
261,13,help me link my card
262,13,How do I link my card in the app.
263,13,How do I get my card into the app?
264,13,I found my card! Can I link it back into the app?
265,13,How do I reactivate my card?
266,13,Where do I go to get my new card linked?
267,13,"I thought I lost my card but I found it today, so I would like to reactivate it."
268,13,How do I link the new card that I just got from you guys?
269,13,How can I add a new card?
270,13,Can you tell me how to get my card on the app?
271,13,Is it possible to reactivate the card I thought I lost but found this morning in my jacket?
272,13,How do I make my card appear on the app?
273,13,How do I link the new card?
274,13,Where in the app do I link a new card?
275,13,How do I add my card to the app once I get it?
276,13,Can I link your physical card
277,13,How do I activate and link my new card?
278,13,"I got a card, how do I get it in the app?"
279,13,I received my new card.  Where is it in the app?
280,13,"I found my card, how can I use it again?"
281,13,"I just received a new card, where do I go to link it to my account?"
282,13,"found card, how to put it back in app"
283,13,How do I see my card in the app?
284,13,"The card I thought I lost was in my jacket pocket this morning, so can I reactivate that?"
285,13,I don't see my card anywhere in the app.
286,13,"I received my card, how do I get it to work in the app?"
287,13,What do I do if I already had a card with you guys?
288,13,if i found a lost card can i put it back in app
289,13,I have a card that was deactivated can I reactivate it?
290,13,"My new card isn't in my app, how do I get it in there?"
291,13,Help me access the card I already got so I can information from it.
292,32,What is my money worth in other countries?
293,32,Will my money be of equal value when I travel abroad?
294,32,Do you know the rate of exchange?
295,32,What foreign exchange rate will I get on weekdays and on the weekends?
296,32,What is the exchange looking like?
297,32,How is the exchange rate doing?
298,32,I would like to know how exchange rates are calculated when transferring funds.
299,32,I would like to know what exchange rates you use?
300,32,"If I need to cash foreign transfers, how does that work?"
301,32,Do you know what your exchange rates are?
302,32,How do I know what exchange rate I will get?
303,32,What are you exchange rates?
304,32,Do you have the best exchange rate?
305,32,Where can I find your exchange rates?
306,32,Your exchange rates come from where?
307,32,I need to know what your exchange rates are.
308,32,What's the process for exchanges?
309,32,What do you think of the exchange rate?
310,32,How are exchange rates calculated at this bank?
311,32,What do you use to figure out the exchange rate for the card?
312,32,What's the foreign exchange rate I will receive?
313,32,I need to know what foreign exchange rate I can get.
314,32,What are the current exchange rates?
315,32,What exchange rate will I receive?
316,32,What is the basis of your exchange rates?
317,32,How's the exchange rate?
318,32,How do you determine your exchange rates?
319,32,How do the foreign exchange rates work?
320,32,Where are you getting your exchange rates from?
321,32,How is the exchange rate calculated?
322,32,I'm interested in what your exchange rates are based on.
323,32,How do you decide what the exchange rates are?
324,32,What is the current exchange rate?
325,32,What is the formula for your exchange rate?
326,32,What method do you use for the exchange rate?
327,32,What are Interbanks current exchange rates?
328,32,from where are coming your exchange rates?
329,32,How do you calculate exchange rates?
330,32,Why is your exchange rate different on different days?
331,32,Where can I find the exchange rate for my transfer?
332,32,Where can I get your exchange rates from?
333,32,How do you find the exchange rate?
334,32,How are exchange rates determined?
335,32,What value can I get for my currency?
336,32,Please explain your exchange rate policy.
337,32,What are your exchange rates calculated from?
338,32,What is an exchange rate?
339,32,What is your opinion on the exchange rate?
340,32,What are the exchange rates you assign?
341,32,How do you determine exchange rates?
342,32,How are your exchange rates calculated?
343,32,How is an exchange rate calculated?
344,32,"When exchanging, how much are the rates?"
345,32,What is the exchange rate for EUR?
346,32,How can I find your exchange rates?
347,32,Could you please tell me your exchange rates?
348,32,Is there an exchange rate?
349,32,How does the exchange rate work?
350,32,What is the present state of the exchange rate?
351,32,How are foreign exchange rates determined?
352,32,How's the exchange rate looking right now?
353,32,Please explain the exchange rates.
354,32,What is the foreign exchange rate you will apply?
355,32,explain the interbank exchange rate
356,32,What will my exchange rate be?
357,32,how do you get exchange rates
358,32,What exchange rates do you use?
359,32,How will I know what the exchange rate is?
360,32,What factors effect the exchange rate?
361,32,Where does the exchange rate stand right now?
362,32,I'd like to know what the foreign exchange rate will be.
363,32,Does the exchange rate change?
364,32,How do your exchange rates factor in?
365,32,Will I know which exchange rate I will get?
366,32,How do I know what the exchange rate will be when I make an exchange.
367,32,Is the exchange rate the same on weekends as the weekdays?
368,32,How do you do exchanges?
369,32,On what do you base your exchange rates?
370,32,How do you come up with your exchange rate
371,32,What factors determine your exchange rate?
372,32,How are the exchange rates determined?
373,32,I would like to know what your exchange rates are.
374,32,Is the exchange rate current?
375,32,What are the exchange rates?
376,32,How much are the rates of exchange?
377,32,How do you decide what your exchange rates are?
378,32,Your exchange rates are coming from where?
379,32,Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from?
380,32,How are the exchange rates for transfers calculated?
381,32,How do I know how much money I will have when I travel abroad?
382,32,How do you do currency exchanges?
383,32,Can you explain your exchange rates basis?
384,32,How did you guys get your exchange rate?
385,32,Can you tell me your exchange rates?
386,32,Could you tell me what your exchange rates are?
387,32,Does this app have the same exchange rate as third parties?
388,32,what are your exchange rates at?
389,32,How is the current exchange rate?
390,32,What is the system for determining the exchange rate?
391,32,I am travelling and I was wondering what your exchange rates are
392,32,How can I tell what foreign exchange rate I will get?
393,32,Tell me your opinion on the exchange rate.
394,32,I'd like to know what you guys look at to decide an exchange rate
395,32,How does the exchange rate work on this app?
396,32,where do you find your exchange rates?
397,32,I want to know your exchange rates.
398,32,What exchange rate is it?
399,32,What is the source of your exchange rates?
400,32,i need to know about exchange rates
401,32,Where do you get those exchange rates?
402,32,How do you determine the exchange rate?
403,32,What foreign exchange rate will I get?
404,17,"Last Saturday, I was charged extra for the exchange rate on my payment. Is something wrong?"
405,17,"Hi, I am disappointed to see such a bad exchange rate and hope you can assist me. Would you be able to confirm the official interbank exchange rate for me?"
406,17,I think the currency exchange that's been applied is wrong.
407,17,The exchange rate I was charged for a purchase was not right.
408,17,Can you please explain why the exchange rate for the item I bought is wrong?
409,17,I think something went wrong with my exchange between Russian Ruble and UK pounds. I was overcharged during the swap.
410,17,My payment has an incorrect exchange rate.
411,17,my exchange rate looks wrong for my last payment
412,17,The exchange rate you are using is bad.This can't be the official interbank exchange rate.
413,17,I was charged the wing amount for an item.
414,17,the exchange rate on my payment was wrong
415,17,Why is the exchange rate terrible?  That can't be close to the actual interbank rate.
416,17,An incorrect exchange rate was applied to an item I bought.
417,17,The exchange rate was incorrect for an item I bought.
418,17,The exchange rate on my payment doesn't look right
419,17,"I just saw the exchange rate you use, but it's so bad that I can't believe that it's the official interbank exchange rate! Is this truly the official interbank exchange rate?"
420,17,This exchange rate you use is awful! Please tell me this is a mistake and not the official interbank exchange rate!
421,17,After purchasing an item I noticed the exchange rate was incorrect.
422,17,The amount of exchange was not correct for the item i bought.
423,17,The exchange rate from my card payment isn't right.
424,17,My exchange rate isn't correct.
425,17,Why was the exchange rate so wrong when I bought something!
426,17,My exchange rate was wrong for an Item I bought!
427,17,I was using a foreign currecy to make a payment and the applied the wrong rate.
428,17,The exchange rate was incorrect for this item I bought.
429,17,I purchased something overseas and the incorrect exchange rate was applied.
430,17,The exchange rate is incorrect for my payment.
431,17,The item i bought exchanged rate was incorrect.
432,17,I'm on holiday and I noticed a different amount for exchange rate.  Can you explain?
433,17,I bought something in another country but the exchange rate is wrong
434,17,I bought an item and the exchange rate was wrong.
435,17,Exchange rate for my card payment is wrong
436,17,the exchange rate at which my card payment is at is wrong
437,17,There was a problem with the exchange rate on a purchase.
438,17,"I recently purchased something, and the exchange rate was wrong."
439,17,What if there is an error on the exchange rate?
440,17,Why is my exchange rate wrong?
441,17,Please check my payment from last Saturday as I feel I have been overcharged on the exchange rate.  Thank you.
442,17,I used foreign currency to buy something and I think the rate applied is incorrect.
443,17,This exchange rate on my purchase is wrong.
444,17,Why is your exchange rate so bad?
445,17,The exchange rate looks wrong on a holiday purchase
446,17,"I purchased something abroad, and the exchange rate that was applied was wrong."
447,17,I bought something and I take issue with the exchange rate applied.
448,17,I think there has been a mistake on my exchange rate for this purchase.
449,17,You did not give me the correct exchange rate for an item that I bought.
450,17,I checked on google and the exchange rate you are using is really bad. Can you update it?
451,17,"I seem to have been charged to much for my holiday purchases, the exchange rate is wrong."
452,17,"In regards to my card payment, the exchange rate is incorrect."
453,17,I bough an item and the exchange rate was incorrect.
454,17,Why did you charge me more for my purchase? It was a foreign currency and you didn't offer market rate
455,17,I question today's exchange rate for rubles into pounds. I was hoping for a better return.
456,17,I feel as though I have been over charged for the exchange rate on my payment on last Saturday.
457,17,My currency rate is inaccurate.
458,17,The currency exchange rate was wrong for a purchase I made.
459,17,I purchased something abroad and the incorrect exchange rate was applied.
460,17,Your exchange rate was off.  I was charged extra on my payment that I made last Saturday.
461,17,I was charged the wrong exchange rate on a purchase
462,17,Can you change the rate for the item I bought in a different currency as it is wrong?
463,17,The currency exchange for my purchase in foreign currency is incorrect.
464,17,I noticed the currency exchange rate was incorrect after paying for something in a foreign country.
465,17,My foreign currency exchange has been applied incorrectly.
466,17,Why isn't my purchase exchange rate correct?
467,17,I noticed that the exchange rate applied to a recent purchase I made abroad was incorrect.
468,17,"I purchased something while traveling, and the exchange rate applied was wrong."
469,17,Why is the exchange rate different on my recent purchase?
470,17,The fee charged when I changed rubles into British pounds was too much.
471,17,I wasn't charged the correct exchange rate for an item I purchased.
472,17,Does the fee for exchange change?
473,17,The rate applied to my purchase in a foreign currency was wrong.
474,17,"I bought something while traveling, and the exchange rate was wrong."
475,17,something is wrong with my exchange rate charge
476,17,Seems like the exchange rate for my payment last Saturday was wrong. I was charged extra.
477,17,It seems that something went wrong with my exchange. I changed Russian Ruble into UK pounds but have been charged entirely too much!
478,17,I bought an item then noticed the exchange rate was wrong.
479,17,The exchange rate applied is wrong for my international purchase.
480,17,My card payment had the wrong exchange rate
481,17,They used the wrong rate when I made a purchase with foreign currency.
482,17,Does the exchange rate change each day for purchases? There is a different rate on my purchase.
483,17,It seems that the rate I got is incorrect.
484,17,I exchanged Russian rubles for British pounds today and got less than I expected. Was exchange rate correct?
485,17,Was I charged more than I should of been for a currency exchange?
486,17,What do i do if the exchange rate was wrong for the item i bought overseas?
487,17,My client was converting their Russian ruble into UK pound currency when they noticed their bill was much too high for the exchange. What happened?
488,17,I have been overcharged. I just changed over Russian Ruble to UK pounds and it was too much. It seems something was wrong with my exchange.
489,17,What is your exchange rate between UK pounds and Russian rubles for my last transaction
490,17,I think there was an error in your exchange rate.
491,17,The exchange rate was not correct for the item I bought.
492,17,I noticed an extra charge on the purchase that I made last Saturday on my account. Can you see if I received the correct exchange rate?
493,17,My exchange seems to have something wrong with it. I changed over Russian Ruble to UK pounds and it appears I was charged way more than I was supposed to be.
494,17,The correct exchange rate wasn't given to me for an item I purchased.
495,17,"I bought something in another currency, but the exchange rate was incorrect."
496,17,the exchange rate is wrong from something I got in another country
497,17,"The exchange rate given to me after a purchase, was incorrect"
498,17,My card payment has the wrong exchange rate
499,17,I have been charged way to much so something is apparently wrong with my exchange. I changed Russian Ruble into UK pounds.
500,17,Why is the exchange rate different from what I expected?
501,17,The exchange rate you are using is really bad.This can't be the official interbank exchange rate.
502,17,Please check the exchange rate for my payment last Saturday. I believe I have been overcharged.
503,17,Why was I charged extra on my last UK pound to Russian ruble exchange?
504,17,The wrong exchange rate was used when I purchased an item.
505,17,Why was the wrong rate applied when I bought something in a different currency?
506,17,I bought something abroad and the exchange rate applied is wrong
507,17,An item I bought had the wrong exchange rate applied.
508,17,I think the rate that was applied to my purchase using foreign currency is wrong. Help!
509,17,Why was my exchange rate a different amount than usual?
510,17,I want to change the wrong exchange rate.
511,17,I recently bought something abroad but the exchange rate is incorrect. Why?
512,17,"The exchange rate you're using is terrible - this can't be the official interbank exchange rate, can it?"
513,17,I did not receive the correct amount for the exchange rate.
514,17,"I guess exchange rate for my payment was not correct, as i charged extra on the last saturday."
515,17,The exchange rate for my payment last Saturday must be wrong because I was charged extra.
516,17,Are you sure this is the interbank exchange rate? This rate is really bad.
517,17,The exchange rate you are using is really bad. This can't possibly be the official interbank exchange rate.
518,17,I believe you charged me too much to exchange my money
519,17,"I changed the currency, but why is it costing more?"
520,17,Why was the exchange wrong for the item I purchased?
521,17,"I made an international purchase, but the exchange rate was wrong"
522,17,My purchase used the wrong exchange rate
523,17,"I have been charged to much for the object I bought when abroad, the exchange rate seems to be wrong."
524,17,I made a purchase and was charged at the wrong foreign exchange rate.
525,17,I think that the exchange rate was wrong for the payment made last Saturday - I was charged extra.
526,17,Why is the exchange rate for my payment incorrect?
527,17,Your foreign exchange rate is wrong.
528,17,It looks like the exchange rates on my card payment are wrong
529,17,There's an error with the rate that is charged.
530,17,I bought an item at the wrong exchange rate.
531,17,I think the exchange rate on my card payment is incorrect.
532,17,I bought an item that I was charged a different exchange rate for.
533,17,I am not receiving the correct exchange rate on my card.
534,17,When I purchased a product in another country the currency exchange was incorrect.
535,17,The exchange rate used on your app is really bad. I'm considering closing my account because of it.
536,17,I think I was charged extra on my payment on last Saturday.  Maybe the exchange rate was wrong?  I'd like a refund.
537,17,I received the wrong exchange rate for an item i bought.
538,17,Are you ripping people off with the exchange rate?  It can't be that atrocious between banks.
539,17,I don't think the charges made when I had currency exchanged are right.
540,17,Why am I being charged the wrong currency exchange when I purchased something abroad?
541,17,The exchange rate for my card payment doesn't seem right.
542,17,"When I bought something abroad, the exchange rate was wrong."
543,17,I didn't receive the correct exchange rate for an item that I bought.
544,17,Why is the exchange rate on my card wrong?
545,17,I am being charged the wrong amount on my card.
546,17,The exchange rate is incorrect on an item I recently purchased in a foreign country.
547,17,The exchange rate is incorrect for something I bought
548,17,My payment had a wrong exchange rate.
549,17,The exchange rate for my electronic payment is incorrect.
550,17,Why was I charged a higher exchange rate when I bought something abroad?
551,17,Why didn't I receive the correct exchange rate for an item that I purchased?
552,17,Why is the exchange rate on my card payment different than I expected?
553,17,My rate of exchange was wrong.
554,17,I recently bought something in foreign currency and I am unsure of the exchange rate. Is this rate applied correctly?
555,17,I purchased something abroad but the exchange rate is incorrect.
556,17,A foreign purchase I made has the incorrect rate applied to it.
557,17,"When I was traveling abroad, the exchange rate was applied wrong."
558,17,There's an error in regards to the exchange rate for an item I bought.
559,17,"Last Saturday, I made a payment and the exchange rate was wrong.  I was charged too much."
560,17,The exchange rate is bad. Are you sure this is the exchange rate?
561,17,I purchased an item and the exchange rate was wrong
562,17,Exchange rate on a purchase was incorrect
563,17,"I'm going on a trip soon and I needed to convert my Russian ruble to UK pounds, but when I did, your company charged me above the exchange rate. Did you mess up my transaction?"
564,17,I was charged extra. Was the exchange rate for my payment last Saturday wrong?
565,17,The exchange rate that was applied for an international purchase was wrong.
566,17,"Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me?"
567,17,Why am I being charged more on exchange with things I bought abroad?
568,17,"I  have been charged more than I should for the presents I bought  when abroad, the problem seems to be the exchange rate."
569,17,I made a purchase but the exchange rate is wrong?
570,17,Why on earth is the exchange rate so bad?   Can I get a rate closer to the actual interbank rate?
571,34,Why is there an extra fee on my statement?
572,34,Why did they charge me an extra $1?
573,34,Why is there a 1 euro fee on my statement?
574,34,Why do I see an extra £1 charge on my statement?
575,34,I am inquiring about a $1 charge on my statement.
576,34,What is the $1 transaction on my account?
577,34,What is this extra pound charge for?
578,34,I was charged $1 in a transaction.
579,34,What is the reason for the extra fee on my statement?
580,34,There is a pending 1£ charge on my statement.  I haven't purchased anything for 1£.  Why is it on my statement?
581,34,Have have a small charge on my account from someone I purchased with but I'm not sure what it relates to.
582,34,"I have a strange transaction for £1 on my statement, what is that?"
583,34,I have no idea why there is a dollar that has been charged to my account.
584,34,I have been charged a pound for something that appears on my statement
585,34,Why is there a $1 charge on my statement?
586,34,Where did this extra €1 fee on my statement come from?
587,34,Is there a reason why there is an extra £1 charge on my account?
588,34,Can you tell me what this fee is on my statement?
589,34,Why has another fee been placed on my statement?
590,34,There has been a charge pending on my account statement that I can't figue out it's for a dollar.
591,34,€1 was in my statement as an extra fee.
592,34,Why is there an extra charge on my statement.
593,34,"Hey, I got charged extra for some reason when I purchased an app. Is this a hidden fee or something? I don't think it's very cool."
594,34,I see a $1 charge in a transaction.
595,34,I had to pay a pound more than I anticipated!
596,34,There is a €1 extra fee in my statement
597,34,My statement contained a one pound extra fee
598,34,I checked my account today and saw that I was charged an extra pound that I did not spend.
599,34,What is the extra €1 on my statement for?
600,34,I see I was charged $1 for a transaction.
601,34,$1 charge in transaction.
602,34,"I just looked at my app and it seems I was charged extra, why is that?"
603,34,Why is there an extra pound charge that is pending?
604,34,I was wrongfully charged one pound.
605,34,Why is there an extra fee charged?
606,34,"I just checked my statement and saw a $1 charge, why is it there?"
607,34,There is an odd 1£ charge that appears as pending on my statement. What's the reason for that? I haven't purchased anything for a pound.
608,34,Why have I been charged an extra pound?
609,34,I think I may have been charged $1 extra on my app.  Could you provide some insight as to why this may have happened?
610,34,Why do I see an extra €1 charge on my statement?
611,34,Is the 1 pound charge I can see an error or an incorrect entry?
612,34,Why did I get a $1 extra fee on the statement?
613,34,Why was I charged $1 in a transaction?
