,id,class,text,kazakh
36,36,1,Is there a specific type of savings account designed specifically for children or teenagers that you offer?,Сіз балаларға немесе жасөспірімдерге арнап арнайы жасалған жинақ шоттарының қандай да бір түрі бар ма? 
37,37,1,At what age can young adults begin applying and qualifying for loans through your banking services?,Жастар қандай жастан бастап банк қызметі арқылы несие алуға өтініш жасай алады? 
38,38,1,What guidelines should I follow if I want my niece to co-sign on one of my accounts but she's still considered underage by law?,"Егер мен немере қызымның менің шоттарыма қол қоюын қаласам, бірақ заң бойынша ол әлі де кәмелетке толмаған деп есептеледі, қандай нұсқауларды ұстану керек? "
39,39,1,Could I set up an account for my teenage son?,Өспүрүм ұлым үшін есептік жазба орната аламын ба? 
40,40,1,Can my young niece or nephew use your service?,Жас немерең не немерең қызмет көрсетуіңізге пайдалана ала ма? 
41,41,1,Can minors access your banking services with parental supervision?,Кәмелетке толмағандар ата-аналарының бақылауымен банк қызметіне кіре алады ма? 
42,42,1,Could I enroll my son in one of your plans?,Ұлымды сіздің жоспарларыңыздың біріне қосуға рұқсат берейін бе? 
43,43,1,Do you have child accounts available?,Балаңыздың есептік жазбаларыңыз бар ма? 
44,44,1,Am I eligible to establish a savings plan for my toddler yet?,Мен әлі де балама жинақ жоспар құруға құқылымын ба? 
45,45,1,What's the earliest appropriate age to get started with your services?,Қызметтеріңізге кірісу үшін ең ерте жастан қандай жасқа дейін? 
46,46,1,"Can you provide details on setting up a youth account on this platform, please?",Осы платформада жастарға арналған тіркелгі құру туралы мәлімет бере аласыз ба? 
47,47,1,"My teenager wants to get signed up, how would they do that?",Менің жасөспірімнің тіркелуін қалай сұрайды? 
48,48,1,Can I create separate accounts for each of my kids?,Балаларымның әрқайсысына жеке есеп айырысуым мүмкін бе? 
49,49,1,Is it necessary to be a certain age to use banking services?,Банктік қызмет көрсетуден пайдалану үшін белгілі бір жастан өту керек пе? 
50,50,1,Can my children have their own bank accounts?,Балаларымның өз банктік шоты болады ма? 
51,51,1,What's the youngest that someone can start using your service?,Сіздің қызмет көрсетуіңізді пайдалану үшін ең жас адам кім? 
52,52,1,Do you allow minors to access your banking services?,Сіз кәмелетке толмағандарға банк қызметіңізге қол жеткізуге рұқсат бересіз бе? 
53,53,1,How do I go about setting up accounts for my children?,Балаларыма есеп айырысуды қалай бастасам болады? 
54,54,1,Could a 10-year-old open an account with your bank?,10 жастағы бала сіздің банкіңізде шот ашып бере ме? 
55,55,1,Is there any maximum age limit to start using this service?,Бұл қызметті пайдалану үшін жасыңыздың шекті шегі бар ма? 
56,56,1,What are the eligibility criteria regarding age to get started with the service?,Қызметте бастау үшін қандай жасқа сай қойылатын талаптар бар? 
57,57,1,"Can teenagers use this platform, and if so, how do they sign up for accounts?",Жасөспірімдер осы платформаны пайдалана ала ма? 
58,58,1,How old does one have to be before they can set up their own savings plan/account?,Өзінің жинақ жоспары/есепін құру үшін қанша жаста болу керек? 
59,59,1,Can I enroll my child for your service?,Баламды қызметтегі қызметіңізге шақыра аламын ба? 
60,60,1,What's the youngest age to register here?,Мұнда тіркеу үшін ең жас жасы қандай? 
61,61,1,Am I eligible to create a profile at my current age?,Мен қазіргі жасымда профиль жасауға құқылымын ба? 
62,62,1,Could you guide me on starting a savings plan for my child's future education costs with you guys?,Балама білім берудің болашақ шығынын жинақтауды бастауға көмектесе аласыз ба? 
63,63,1,"Are children allowed access and control over their accounts, or do parents oversee them?","Балаларға өздерінің шоттарын бақылауға рұқсат етіледі ме, әлде ата-аналар оларды бақылайды ма? "
64,64,1,How old do kids need to be in order to use your platform/services?,Сіздің платформаңызды пайдалану үшін балалардың қанша жасы керек? 
65,65,1,What's the earliest someone can start using your banking services?,Сіздің банктік қызметтеріңізді қандай уақытта пайдалануға болады? 
66,66,1,Are there any special arrangements for children who want to use your service?,Қызметтеріңізді пайдалануды қалаған балаларға арнап арнайы шаралар жасалды ма? 
67,67,1,Are there any age restrictions for this service?,Бұл қызмет үшін қандай да бір жас шектеулері бар ма? 
68,68,1,Do you offer special accounts for teenagers or young adults?,Жасөспірімдер мен ересектерге арнап арнайы есеп беруді ұсынасыз ба? 
69,69,1,Is it possible for my child to have separate sub-accounts under my main account?,Менің балама негізгі шотымның жеке суб-есептері болуы мүмкін бе? 
70,70,1,At what age can my child start saving with your service?,Балама қанша жастан бастап сіздің қызметіңізбен жинақ жасай алады? 
71,71,1,Is there a limit on how many accounts I can open for my children?,Балаларыма қанша шот ашуға болатынын шегеремін бе? 
72,72,1,Is it necessary to provide ID when opening an account for a child?,Бала үшін шот ашу кезінде жеке куәлікті беру қажет пе? 
73,73,1,How old do kids need to be before they are eligible to bank with you?,Сізбен банк құруға бала қанша жаста болуы керек? 
74,74,1,Can I customize services based on each of my children's age levels?,Балаларымның жас деңгейіне қарай қызмет көрсетулерді баптай аламын ба? 
75,75,1,Can minors have accounts in your bank?,Кәмелетке толмағандардың банктегі шоттары болуы мүмкін бе? 
76,76,1,I'm considering opening a savings account for my child. Is this something you offer?,Балама жинақ шотын ашуды ойлап отырмын. Бұл сіз ұсынатын нәрсе ме? 
77,77,1,Can teenagers create their own bank accounts through your service?,Жасөспірімдер сіздің қызметіңіз арқылы өздерінің банктік шоттарын жасай ала ма? 
78,78,1,Do you have special rates or programs designed specifically for children's savings accounts?,Балалардың жинақ шоттары үшін арнайы тарифтер немесе бағдарламалар бар ма? 
79,79,1,What documentation is needed to open an account for a minor?,Кәмелетке толмаған бала үшін шот ашу үшін қандай құжаттар қажет? 
80,80,1,Do you have special accounts designed specifically for children and teenagers?,Балаларға және жасөспірімдерге арнап арнайы есепшоттарыңыз бар ма? 
81,81,1,Is it possible to link my child's savings account with mine so that I can oversee their transactions?,Балаларымның жинақ шотын мен өзімнің шотыммен байланыстыру мүмкін бе? 
82,82,1,What is the minimum balance required in a minor's savings account?,Кәмелетке толмағандардың жинақ шотында қандай ең төменгі баланс қажет? 
83,83,1,Do you offer any educational programs or resources to teach kids about money management when they open an account with your service?,Сіз балаларға сіздің қызметіңізбен шот ашу кезінде ақшаны басқаруды үйрету үшін қандай да бір білім беру бағдарламалары мен ресурстарды ұсынасыз ба? 
84,84,1,Can grandparents set up accounts as gifts for their grandchildren?,Әже-бабалар немерелері үшін сый ретінде есеп айырысуды орната ала ма? 
85,85,1,What documentation do I need to open an account for my child?,Балама шот ашу үшін қандай құжаттама қажет? 
86,86,1,Do you offer special features for children's accounts?,Балалар үшін арнайы мүмкіндіктер бар ма? 
87,87,1,How can I add my child as a joint holder of my account?,Баламды менің шотымның ортақ иегері ретінде қалай қосуға болады? 
88,88,1,Can minors access all the banking services available to adults?,Кәмелетке толмағандар ересектерге қол жетімді барлық банктік қызметтерге қол жеткізе ала ма? 
89,89,1,What is the process of opening an account for a minor at your bank?,Сіздің банкіңізде кәмелетке толмаған бала үшін шот ашу процесі қандай? 
90,90,1,What is the lower limit that must be met before my children can use your services using their personal accounts?,Балаларым жеке тіркелгілері арқылы сіздің қызметтеріңізге ие болу үшін қандай төменгі шектен өту керек? 
91,91,1,Can children and teenagers have separate accounts from adult users in your platform?,Бала мен жасөспірімдер платформаңыздағы ересектерден бөлек тіркелгілері болуы мүмкін бе? 
92,92,1,Is there a minimum age required to access your service?,Қызметке қол жеткізу үшін ең төменгі жасқа толу керек пе? 
93,93,1,Are there any restrictions on the age of users for this service?,Бұл қызмет үшін пайдаланушылардың жасына шектеулер бар ма? 
94,94,1,How old do I need to be to sign up with your service?,Сіздің қызметіңізге қол қою үшін қанша жасым керек? 
95,95,1,"Can minors enroll in this program, and if so, what are the requirements?","Бұл бағдарламаға кәмелетке толмағандар қатыса алады және егер солай болса, онда қандай талаптар қойылады? "
96,96,1,Is there a maximum age limit to use your platform?,Сіздердің платформаңызды пайдалану үшін жасыңыздың шекті шегі бар ма? 
97,97,1,Can I apply for a joint account with my children without age restriction?,Балаларыммен бірге жасы шектелмеген ортақ шот алуға өтініш бере аламын ба? 
98,98,1,Can I set up automatic savings plan on behalf of my kids' accounts?,Балаларымның шоттары үшін автоматты жинақ жоспары жасай аламын ба? 
99,99,1,Are there any exceptions or waivers allowed in case of age limits?,Жас шекті жағдайда қандай да бір ерекшеліктер немесе босатулар рұқсат етіледі ме? 
100,100,1,"Is it possible to get prepaid debit cards issued by the bank, specifically designed and customized as per kids' requirements and preferences?","Банктің алдын ала төленген дебет карталарын алу мүмкін бе, олар атайын балалардың қажеттіліктері мен артықшылықтарына сәйкес жасалған? "
101,101,1,In what ways can parents monitor children's banking activities when they are permitted their own accounts?,"Ата-аналар өздерінің банктік шоттары бар болса, балаларының банктік қызметін қалай қадағалай алады? "
102,102,1,Do you offer accounts specifically designed for children and teenagers?,Сіз балалар мен жасөспірімдерге арнап арналған тіркелгілерді ұсынасыз ба? 
103,103,1,How do I go about creating a joint account with my child?,Баламен бірге ортақ есепшот құруға қалай кіріссем болады? 
104,104,1,Would I be able to transfer funds from my own account into one set up for my children?,Балаларыма арналған банктік шотқа ақша аударуға бола ма? 
105,105,2,Is it possible to add funds through Apple Pay?,Apple Pay арқылы қаражат қосу мүмкін бе? 
106,106,2,How do I deposit money using apple pay?,Apple Pay арқылы ақшаны қалай депозитке қоямын? 
107,107,2,Are there any limitations on the amount of currency that Google Pay accepts for top-ups?,Google Pay қосымшаларға қол жеткізген валютаның мөлшеріне шектеулер бар ма? 
108,108,2,What are the steps to follow while topping up from an Apple Watch?,Apple Watch-тан топтау кезінде қандай қадамдарды орындау керек? 
109,109,2,"I am facing issues while trying to make a payment via google pay, can you help me please?","Мен Google Pay арқылы төлем жасауды ұстанатын кезде проблемаларға тап болдым, маған көмектесе аласыз ба? "
110,110,2,What should I do if my Apple watch fails to process the top up transaction?,Егер Apple сағаттарым операцияны орындамаса не істеу керек? 
111,111,2,What should I do if my Apple Watch fails to top up my account?,Егер Apple Watch-ым тіркелгімді толтыруға мүмкіндік бермесе не істеуім керек? 
112,112,2,How secure are transactions made through Apple and Google pay when topping up accounts?,Apple және Google Pay арқылы жасалатын транзакциялар шоттарды толтыру кезінде қаншалықты қауіпсіз? 
113,113,2,Are there any rewards programs available when using these services for large deposits like Top Ups?,Бұл қызметтерді Top Ups сияқты үлкен депозиттер үшін пайдаланған кезде қандай да бір сыйақы бағдарламалары бар ма? 
114,114,2,Can I reverse a transaction made via the Top Up feature in either Apple or Android mobile payments system?,Мен Apple немесе Android мобильді төлем жүйесінде Top Up функциясы арқылы жасалған транзакцияны кері қайтара аламын ба? 
115,115,2,Can I add funds using Google Pay?,Google Pay арқылы қаражат қосуға бола ма? 
116,116,2,Can you help me troubleshoot my Apple Watch Top Up issue?,Apple Watch-тың өшіру мәселесін шешуге көмектесе аласыз ба? 
117,117,2,What is the process for topping up with Google Play services?,Google Play қызметтерін толықтыру процесі қандай? 
118,118,2,Which payment services can be used to top up accounts?,Есепшоттарды толтыру үшін қандай төлем қызметтерін пайдалануға болады? 
119,119,2,"My Google Pay account won't accept my credit card, what's wrong?","Google Pay тіркелгім менің кредиттік картамды қабылдамайды, не болып жатыр? "
120,120,2,"I want to add money to my account with Google Pay, how do I do that?",Мен Google Pay-да тіркелгіме ақша қосуды қалаймын? 
121,121,2,Can I use my smartwatch for top ups on Google Play?,Мен Google Play-де қосымшалар үшін смартсатты пайдалана аламын ба? 
122,122,2,Is there a limit on the amount of money I can add using Apple pay for one transaction?,"Бір транзакция үшін Apple төлемін пайдалана отырып, қосқан ақшаның шегі бар ма? "
123,123,2,What is the minimum and maximum amount allowed when topping up through Google Play?,Google Play арқылы қосымшаны толтыру кезінде рұқсат етілген ең төменгі және ең жоғары мөлшері қандай? 
124,124,2,Is it possible to add funds through Google Pay?,Google Pay арқылы қаражат қосу мүмкін бе? 
125,125,2,Am I able to use my American Express card for top-ups through Apple Pay in other countries besides the US?,Мен American Express картасын АҚШ-тан басқа елдерде Apple Pay арқылы қосымша ақы төлеу үшін пайдалана аламын ба? 
126,126,2,Where can I find help for adding funds from an Apple Watch?,Apple Watch-тан қаражат қосу үшін қайдан көмек таба аламын? 
127,127,2,Could you please assist me with fixing the issue of adding funds via Apple pay on my watch?,Сіз маған Apple Pay арқылы ақшаны сағатта қосу мәселесін шешуге көмектесе аласыз ба? 
128,128,2,Is it feasible to perform a top-up using Google Play services?,Google Play қызметтерін пайдалану арқылы қосымшаны орындау мүмкін бе? 
129,129,2,What are the steps involved in making a successful Top Up through an apple watch?,"Алма сағатын қолдану арқылы табысты ""Top Up"" жасау үшін қандай қадамдар қажет? "
130,130,2,How can I fix the issue with my card not working on top-up?,Картамның толықтырмауы қалай шешіледі? 
131,131,2,Does the amount of money in your account affect your ability to use Apply or Google pay for Top-ups?,Тіркелгіңіздегі ақшаның мөлшері қосымшалар үшін қосымшаны немесе Google-ді төлеуді қолдану қабілетіңізге әсер етеді бе? 
132,132,2,How do you troubleshoot issues that come up while trying to make a payment via Apply pay or Google pay's Top-Up service?,Аплаттауды қолдану арқылы немесе Google Pay-ның Top-Up қызметі арқылы төлеуге тырысқан кезде туындаған мәселелерді қалай шешу керек? 
133,133,2,When are payments through Apply or Google-Pay processed and confirmed as completed transactions?,Apply немесе Google-Pay арқылы төлемдердің аяқталған транзакция ретінде қайта өңдеуі және расталуы қашан? 
134,134,2,What happens if there is an issue processing a payment through Apply or Google-Pay's Top-Up service?,Егер Google-Pay немесе Apply-ның қосымша қызметі арқылы төлемді өңдеуде мәселе туындаса не болады? 
135,135,2,Is it possible to use my Apple Watch for top ups?,Менің Apple Watch-ымды қосымшаға пайдалануға бола ма? 
136,136,2,Can you guide me on how to Top Up using an Apple Watch?,Apple Watch-ты қалай қосуға болатынын түсіндіре аласыз ба? 
137,137,2,Why am I unable to see the option for Top Up in Google Play?,Неге мен Google Play-де Топ-Ап параметрін көре алмаймын? 
138,138,2,Can you walk me through the steps of topping up using Google Play as my primary app?,Google Play-ді негізгі қолданба ретінде пайдаланудың қадамдарын көрсете аласыз ба? 
139,139,2,How do I add money to my account using Apple Pay?,Apple Pay арқылы менің шотыма ақша қалай қосуға болады? 
140,140,2,Is it possible to top up with Google Pay in different currencies?,Google Pay-ді әртүрлі валюталармен толықтыру мүмкін бе? 
141,141,2,Why does the Google Play top-up feature keep failing?,Неліктен Google Play қосымшасы сәтсіздікке ұшырайды? 
142,142,2,What are the requirements for using Apple Watch for topping up accounts?,Apple Watch-ты шоттарды толтыру үшін пайдаланудың талаптары қандай? 
143,143,2,Which banks allow you to use their debit or credit card with Top-Up method on either Apple or Google's platform?,Қандай банктер Apple немесе Google платформасында өздерінің дебеттік немесе кредиттік карталарын Top-Up әдісімен пайдалануға рұқсат береді? 
144,144,2,Can I request refunds of unused funds from the Top-Up balance on either platform?,Мен екі платформада да қосымша баланстан пайдаланылмаған қаражатты қайтаруды сұрай аламын ба? 
145,145,2,Can I use my Apple Watch to pay at the grocery store?,Мен Apple Watch-ымды дүкенде төлеуге пайдалана аламын ба? 
146,146,2,Can I set up Google Pay on multiple devices?,Мен Google Pay-ды бірнеше құрылғыда орнатып бере аламын ба? 
147,147,2,Does the merchant need a specific device to accept payments through Apple Pay or Google Pay?,Саудагерге Apple Pay немесе Google Pay арқылы төлемдерді қабылдау үшін нақты құрылғы қажет пе? 
148,148,2,How secure and safe is it to use Apple or Google pay for topping up?,Apple немесе Google Pay-ды пайдалану қаншалықты қауіпсіз және қауіпсіз? 
149,149,2,Can I set a default payment method for topping up in either of these apps?,Бұл қолданбалардың қайсысына да қосымшасын қосу үшін әдетті төлем әдісін орнатуға бола ма? 
150,150,2,What are some alternatives if Top Up does not work on either of these apps?,"Егер Top Up осы қолданбалардың ешқайсысында да жұмыс істемесе, қандай баламалар бар? "
151,151,2,Are there any issues using my Apple Watch to top up?,Apple Watch-ты қайта толтыруда қандай да бір проблемалар бар ма? 
152,152,2,Can multiple payment services be used simultaneously for top ups?,Өте жоғары төлемдерді бір уақытта бірнеше төлем қызметтерін пайдалануға бола ма? 
153,153,2,Does topping up affect my credit score on either platform?,Бұл екі платформадағы кредиттік бағама әсер етеді ме? 
154,154,2,What are the differences between top-up options on each service?,Әр қызметте қосымша нұсқалар арасындағы айырмашылықтар қандай? 
155,155,2,What are the steps to set up Apple Pay?,Apple Pay-ді орнату үшін қандай қадамдар бар? 
156,156,2,Is it possible to add funds to my account with Apple Pay?,Apple Pay арқылы менің шотыма ақша қосу мүмкін бе? 
157,157,2,My attempts at using Google Pay for adding funds haven't been successful. What should I do?,Google Pay-ді ақша қосу үшін пайдалану үшін жасаған әрекетім сәтті болмады. Мен не істесем екен? 
158,158,2,"What could be causing problems with adding money through Apple Pay, and how can they be resolved?",Apple Pay арқылы ақша қосуда қандай проблемалар болуы мүмкін және оларды қалай шешу керек? 
159,159,2,Can top-ups be accessed via an Apple Watch device or does a different application need to be installed first?,Топ-аптарды Apple Watch құрылғысы арқылы алуға бола ма немесе алдымен басқа қолданба орнатылуы керек пе? 
160,160,2,Are there any fees associated with topping up using Apple Watch?,Apple Watch-ты қолданумен байланысты қандай да бір алымдар бар ма? 
161,161,2,How long does it typically take for a successful top-up transaction to reflect in my account?,Өте табысты өтемді операцияның менің шотымда бейнеленуіне қанша уақыт кетеді? 
162,162,2,What happens if my device gets lost or stolen while having payment details saved?,Егер төлем мәліметтері сақталған кезде құрылғым жоғалса немесе ұрланса не болады? 
163,163,2,Do I need to enter authentication credentials every time I perform a new transaction on either platform?,"Мен әрқашанда аутентификациялық куәліктерді енгізуім керек пе, кез келген платформада жаңа транзакция жасағанда? "
164,164,2,Is it possible to reload my account using Apple Pay?,Apple Pay арқылы тіркелгімді қайта жүктеу мүмкін бе? 
165,165,2,"My Google Pay top-up transaction was declined, what should I do?","Google Pay-ның қосымша операциясы қабылданбады, не істеу керек? "
166,166,2,Can I link multiple cards to one Google Pay account for easier top-ups in the future?,Келечектегі қосымшаларды жеңілдету үшін бірнеше картаны Google Pay тіркелгісіне қосып бере аламын ба? 
167,167,2,Will a failed attempt at making a payment using Apple or Google pay affect my credit score?,Apple немесе Google Pay арқылы төлем жасаудың сәтсіз әрекеті менің кредиттік бағама әсер етеді бе? 
168,168,2,How secure are transactions made through Top-Up on mobile payment platforms such as Apply andGoogle pay?,Apply және Google pay сияқты мобильді төлем платформаларында Top-Up арқылы жасалатын транзакциялар қаншалықты қауіпсіз? 
169,169,2,What are the steps needed to use Apple Watch for topping up?,Apple Watch-ты қайта толтыру үшін қандай қадамдар қажет? 
170,170,2,Is it possible to pay using Google Pay for fill-ups at gas stations?,Бензин бекеттерінде толтыру үшін Google Pay арқылы ақы төлеуге бола ма? 
171,171,2,How do I add funds to my account using Apple pay on the web?,Интернеттегі Apple Pay арқылы тіркелгіме ақшаны қалай қосуға болады? 
172,172,3,Which cash machines are compatible with this card?,Бұл картамен қандай касса машиналары үйлесімді? 
173,173,3,Is there a limit to how much I can withdraw from an ATM using this card?,Бұл карта арқылы банкоматтан қанша ақша ала алатыныма шектеу бар ма? 
174,174,3,Are there any fees associated with using an ATM to access funds from my account?,Менің банкомат арқылы ақшаны алу үшін қандай да бір алымдар бар ма? 
175,175,3,"Do I need to enter a PIN number when using my card at an ATM, or is there another way to access funds?","Банкоматтан картамды пайдаланғанда PIN нөмірін келтіруге тура ма, әлде ақшаны алудың басқа тәсілі бар ма? "
176,176,3,"If I am traveling abroad, will I be able to use ATMs in other countries with this card?","Егер мен шетелге сапарласамын, осы картамен басқа елдердің банкоматтарын пайдалана аламын ба? "
177,177,3,How long does it typically take for funds to become available after making a withdrawal at an ATM?,Банкоматтан ақшаны алудан кейін ақшаның қолжетімді болуына қанша уақыт кетеді? 
178,178,3,Can you walk me through the steps involved in accessing funds from my account at an ATM location nearby?,Қаядағы банкоматтың банкоматқа ақшаны алуды қалайды? 
179,179,3,Are there any ATMs around here?,Мұнда банкоматтар бар ма? 
180,180,3,Can I withdraw cash from any nearby ATM?,Қаядағы банкоматтан ақша аламын ба? 
181,181,3,Can I get money out from different types of machines using this card?,Осы карта арқылы әртүрлі машиналардан ақша ала аламын ба? 
182,182,3,Are there any surcharges for using this card at an ATM?,Банкоматта осы картаны пайдалану үшін қосымша ақы төленбей ме? 
183,183,3,Is there a limit to how much money I can withdraw from ATMs using my card?,"Банкоматтан картамды пайдалана отырып, қанша ақша ала алатыныма шектеу бар ма? "
184,184,3,How many times per day can I use my debit card at an ATM for withdrawals?,Банкоматтан ақшаны алу үшін күніне қанша рет дебет картасын пайдалана аламын? 
185,185,3,Can you confirm if this ATM is compatible with my bank's debit cards?,Бұл банкомат менің банктің дебеттік карталарымен үйлесімді ме екендігін растай аласыз ба? 
186,186,3,What happens if an ATM declines to process a transaction with my card?,"Егер банкомат картамды қолданбайтын болса, не болады? "
187,187,3,How do I know which international ATMs accept my credit cards without incurring foreign transaction fees?,"Шетелдік транзакцияларды төлеуге байланысты төлемдерді төлеместен, банкоматтардың қайсысы менің кредиттік карталарымды қабылдайтынын қайдан білемін? "
188,188,3,What are the options for cash withdrawals with my card?,Менің картаммен ақшаны алудың қандай мүмкіндіктері бар? 
189,189,3,Is there a fee for using specific ATMs to withdraw money?,Ақша алу үшін арнайы банкоматтар арқылы ақы төлеуге болады ма? 
190,190,3,Can I check if an ATM accepts my card before attempting a withdrawal?,"Авиафон картамды қабылдап жатыр ма, тексере аламын ба? "
191,191,3,What's the daily withdrawal limit at various ATMs that accept this card?,Бұл картаны қабылдайтын банкоматтарда күнделікті ақшаны алу шегі қанша? 
192,192,3,What is the procedure for locating a nearby ATM?,Жақындағы банкоматты табудың тәртібі қандай? 
193,193,3,How do I find out if a particular banking institution has an ATM compatible with this debit card?,"Банк мекемелерінің осы дебеттік картамен үйлесімді банкоматтары бар ма, жоқ па екенін қалай білемін? "
194,194,3,Which banks have partnerships with Mastercard and accept its debit cards at their respective ATMs?,"Mastercard-пен серіктестік орнатып, оның дебеттік карталарын өздерінің банкоматтарында қабылдайтын банктер қайсысы? "
195,195,3,Is there a limit to the number of ATMs I can withdraw money from using this card?,Осы картаны пайдалану арқылы ақшаны алуыма арналған банкоматтардың санының шегі бар ма? 
196,196,3,Are there any fees involved when withdrawing money from certain ATMs with this card?,Осы картамен ақшаны банкоматтан алу кезінде қандай да бір алымдар қолданылады ма? 
197,197,3,What is the maximum withdrawal amount at an ATM using this card?,"Бұл картаны пайдалана отырып, банкоматтан қанша ақша алу керек? "
198,198,3,Can I withdraw funds in foreign currency at any ATM?,Мен кез келген банкоматтан шетел валютасында ақша ала аламын ба? 
199,199,3,Do ATM withdrawals count towards my daily transaction limit on this account?,Бұл шотта күн сайынғы транзакция лимитіме банкоматтан ақша алулар қосылады ма? 
